"age","race","sex","risk","value","simulation","data_type","location_code","location_name"
"35-44 years","other","male","idu",530.254809540366,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",1024.95325664527,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",2546.74748215478,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",48.2996409011759,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",1333.22916577432,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",2257.13929880946,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",4163.85894724014,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",8121.63015539689,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.159066042879095,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",4.80058932748442,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",8.61295710896653,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",17.3525833157162,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",40.8216162908893,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",11.7687600316735,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",169.593383063868,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",239.591683508017,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",475.230708094812,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",1216.72162059622,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",55.452658281624,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",900.604899434397,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",1150.97227897419,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",1607.76800661086,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",2652.60777944839,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",2.28400928848351,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",33.9975141061462,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",40.7768028270166,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",47.5501027417288,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",79.580038082217,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",53.0074648173585,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",588.759405937796,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",583.95380658089,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",672.954506638538,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",1236.99675751804,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",313.654805495451,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",1937.46953900378,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",3412.40510425711,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",5864.61044762175,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",10933.247737743,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",11.7122449482926,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",91.1429233354965,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",162.974583962784,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",246.160052473374,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",427.969482631979,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",29.6366771593766,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",178.339418795333,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",325.578918069386,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",569.720333179454,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",1109.18745462195,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",543.786791938597,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",3407.75939465139,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",5945.28131678821,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",10084.565357365,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",19782.924742609,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",18.1153692190852,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",120.112551763231,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",206.394059679088,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",309.801767044532,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",557.763981372195,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",62.7153324285664,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",340.749763389952,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",574.812432293228,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",949.28369776567,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",1841.65156403402,9,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",1027.37540769597,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",7658.32931871587,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",8186.47397581909,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",8882.45821513157,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",16546.7244363201,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",88.5190294801811,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",552.192559184186,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",591.425326120646,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",592.043096675679,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",1042.2190802949,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",435.57052611944,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",2470.32618272334,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",2887.71504070769,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",3945.91775202662,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",9902.4486548537,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",148.252081884982,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",2335.08919271411,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",3873.82021712162,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",6416.65853773346,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",12128.7526589251,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.610811653988794,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",14.5488841685554,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",26.4777286117361,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",48.205643946048,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",112.790221334804,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",32.7649608520664,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",427.465510682787,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",684.076538724897,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",1382.95158591014,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",3661.3492638523,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",71.8788246437677,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",1244.2898960128,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",2124.27567885055,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",3693.33644816405,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",7599.50481647236,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.271837657309774,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",5.49718033382111,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",9.89847912867782,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",18.1845698193873,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",44.2193716288512,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",14.2901600211656,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",189.777353280562,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",307.50269211504,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",636.714596588626,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",1730.88452690699,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",74.1926496584129,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",906.904490212742,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",1136.50150869298,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",1462.94790464076,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",2452.32589648414,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",2.61958994631688,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",34.7293279981361,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",40.9171963646083,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",44.687640648831,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",75.545633248566,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",55.3659569495197,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",584.560504797869,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",608.390274796013,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",728.300528392383,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",1441.28820375447,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",500.095484835116,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",2180.58826886402,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",3478.89772054935,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",5921.03306345022,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",11489.8982080625,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",26.6410940062004,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",133.561131791147,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",209.722466976341,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",295.147883746909,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",511.639479011532,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",46.388588849668,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",206.220992133715,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",347.340000672598,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",606.856752395771,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",1223.41206641013,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",751.98840577316,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",3416.97844956934,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",5527.54036662374,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",9399.02668335715,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",19132.4381303777,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",34.705726399716,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",158.915550303945,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",244.216116028138,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",341.857639047832,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",605.577393977676,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",76.7862709722434,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",328.859282687417,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",531.350551878748,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",889.033178552799,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",1764.33728293713,10,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",753.821808962691,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",7650.65167645822,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",8283.16065913327,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",8967.70813952295,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",16285.2078297654,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",72.5169424930513,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",603.744400695594,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",647.907629661431,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",642.215580337641,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",1083.27437006878,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",365.538550272873,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",2757.97502703835,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",3280.47465109281,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",4680.70156295653,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",11755.1429785142,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",267.301339736145,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",2798.7798233954,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",4143.06727161766,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",6786.88834572356,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",12188.8618677621,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.856941982523521,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",17.2149639518897,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",28.8065310636025,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",53.4256909430671,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",118.784167759919,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",32.1882110922901,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",369.483540936999,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",593.27564739672,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",1374.19285922094,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",3580.53290867298,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",129.635521146264,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",1493.12922567054,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",2277.9721940855,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",3926.45989156294,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",7669.53899985296,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.351302062816391,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",6.24571470857216,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",10.4255860784851,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",19.6753145159343,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",45.6660470324537,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",13.8768810584428,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",164.715181340329,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",267.73453163909,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",634.053590941627,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",1692.57410015776,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",98.3605724114357,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",975.374486639373,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",1150.79284947383,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",1496.90043801135,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",2441.78061671312,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",2.89856610994071,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",38.5162984293863,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",43.0344299473477,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",47.5344545235893,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",78.9975568285855,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",60.9501121609069,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",645.488976719536,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",642.494190995318,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",805.134095173921,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",1595.56960383608,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",441.924518218458,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",2057.25666329115,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",3319.49228711188,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",5680.90245364377,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",11043.3852427784,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",26.3321953595498,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",142.258494042632,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",226.472176309434,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",324.030775435203,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",569.848657278774,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",35.6455553698341,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",172.959331632089,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",307.76225847541,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",597.008377475129,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",1304.30877641432,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",638.716186047932,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",3107.15809218505,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",5101.31902760654,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",8725.02715580595,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",17796.4302560283,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",32.7010959699744,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",161.428756406249,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",252.509418853934,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",359.943408895127,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",648.264837546654,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",55.1797213547376,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",258.25087921547,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",441.087898412645,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",819.356374103503,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",1781.75766590182,11,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",754.631649452797,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",7195.31337067471,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",7670.87226400402,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",8613.26612710986,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",16141.262154091,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",66.2385891933005,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",509.548727148586,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",544.50675086304,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",570.690469066343,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",1015.59525016501,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",380.210562956436,12,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
