"age","race","sex","risk","value","simulation","data_type","location_code","location_name"
"25-34 years","black","male","idu",27.4742431452919,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",24.4605972201233,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",19.4471276921481,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",18.839867806371,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.0467809480702625,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",0.373942742706746,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",0.337758250493431,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",0.263474716133922,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",0.255406776332991,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",3.43162239084386,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",18.0426174968221,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",12.4490604880153,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",8.83918334432959,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",11.0664134024749,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",1.68444376624166,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",13.8954385256538,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",12.9265183792986,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",10.6255433135268,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",11.4050327647694,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.0232872618853203,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",0.169256051264622,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",0.155519576002208,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",0.118706033402754,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",0.115059235080695,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",1.50156246636979,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",7.9435266657784,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",5.52037426771809,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",3.98821969892149,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",5.21709160738347,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",4.06305578972829,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",19.998007311081,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",18.0799792557806,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",9.67992819827937,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",5.33415903097385,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",0.623868919854493,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",2.40615763547505,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",1.94183640474529,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",0.998862969391256,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",0.569906683908129,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",12.7354929635133,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",45.6707319095039,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",34.1019855530537,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",17.9764718530259,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",12.8063797329678,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",27.8288977546067,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",82.6295283021667,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",87.4527012251212,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",84.7953570272295,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",102.142900545095,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",1.53174002150426,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",4.60408419404825,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",4.83336051353461,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",3.95759828622594,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",3.71071012048442,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",3.03623558755243,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",8.87365103799521,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",10.1754364580525,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",10.5315836757223,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",14.2519887328909,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",50.7089807607672,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",149.728612503944,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",167.000300741511,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",162.496230319778,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",199.864116259594,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",2.67712417802746,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",7.01193616901621,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",7.06256314690736,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",5.5625951576214,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",5.12416909763217,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",6.15696912619801,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",16.2966145939581,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",18.3017282927361,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",17.953353623505,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",22.9032422495031,50,"New_Diagnoses","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",919.414078601021,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",8449.77004151916,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",9157.58728236471,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",11383.5413912673,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",21144.1775532206,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",79.6313973860196,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",708.443106903371,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",760.851878176215,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",866.140688908445,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",1518.49217540092,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",334.131305419443,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",2774.04648424804,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",3219.07338614646,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",4774.1221526798,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",10016.6846578479,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",159.201134763006,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",3541.34762928128,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",5543.55232693819,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",9133.74485150624,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",14554.342075913,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",0.587732440864458,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",17.9205945257503,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",32.0484910801058,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",63.2343593547482,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",130.708723886976,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",39.8115654759142,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",559.029804591054,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",771.664104748502,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",1502.69824726405,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",3428.38193974965,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",74.1958707741884,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",1861.70434413688,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",3027.76961887343,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",5269.48305110732,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",9130.14133620684,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.277540450184463,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",7.01214922228068,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",12.4199581542057,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",24.760377042226,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",53.4668637670327,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",17.391409464193,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",247.623965337763,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",347.509487182823,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",697.686632232893,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",1644.22344022407,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",58.9006659373437,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",1113.17421709487,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",1501.93766129924,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",2126.86618582537,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",3218.46812069517,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",2.06053038958294,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",49.62453572233,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",52.5434842557804,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",57.7540464897315,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",87.7429379737703,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",38.9757273007223,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",741.276472402272,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",709.526519137093,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",824.645041390374,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",1361.02166613817,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",437.908176875792,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",2125.68394839457,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",3420.01733285201,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",6270.56617239751,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",11496.8128675387,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",28.4927035689081,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",155.440554992224,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",241.297240208302,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",353.328116577131,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",579.888787529048,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",51.6207744140502,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",233.003502938032,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",383.166089518994,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",694.680375487402,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",1332.88830934885,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",721.471716781984,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",3611.62864838234,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",5865.28222727488,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",10711.0709684478,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",20627.4214212383,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",41.1267661314161,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",198.992471797997,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",301.581892336509,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",437.250277616023,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",732.624687745287,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","heterosexual",93.3218140171912,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","heterosexual",399.739051440014,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","heterosexual",626.953792817671,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","heterosexual",1069.84662834706,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","heterosexual",1998.19452367767,1,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm",952.481809546436,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm",7866.96606171531,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm",8464.74877322349,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm",10498.9643767647,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm",19265.5636025071,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm",103.45697984111,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm",722.448933475463,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm",750.302152737434,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm",824.961910173537,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm",1408.73860505066,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm",344.370576310188,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm",2549.39913749272,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm",2971.58880256014,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm",4555.25352434183,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm",9812.38471491765,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","idu",263.477909274811,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","idu",3307.99039196075,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","idu",4848.58730587927,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","idu",8811.97007856813,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","idu",15458.6975834685,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","idu",1.02111090221681,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","idu",18.3648428897466,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","idu",30.7702973266399,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","idu",70.2000808452928,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","idu",167.984704365609,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","idu",36.4228028845615,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","idu",407.195852852883,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","idu",633.27943985283,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","idu",1751.08832490271,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","idu",4769.69252926382,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","idu",128.272806089375,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","idu",1756.97192933717,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","idu",2646.72602208805,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","idu",5065.85524789018,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","idu",9651.28489676502,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","idu",0.451000137824821,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","idu",7.0521405139501,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","idu",11.7539264481022,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","idu",27.3414249039966,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","idu",68.8066596999763,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","female","idu",16.2641931983017,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","female","idu",183.68292380802,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","female","idu",288.67194658476,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","female","idu",818.615160511562,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","female","idu",2299.16133975161,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","msm_idu",88.6302752200054,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","msm_idu",986.17013012268,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","msm_idu",1240.36261242637,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","msm_idu",1869.82751078113,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","msm_idu",3071.69794063386,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","msm_idu",3.59561900476279,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","msm_idu",48.2675813366249,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","msm_idu",48.7697689100792,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","msm_idu",53.7544716533926,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","msm_idu",86.5423687008661,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","msm_idu",52.7818847598057,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","msm_idu",634.653380577981,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","msm_idu",596.084396942126,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","msm_idu",756.491862828028,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","msm_idu",1410.15772657688,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","male","heterosexual",540.632914446477,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","male","heterosexual",2087.78527457498,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","male","heterosexual",3148.80793737776,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","male","heterosexual",5952.91259272415,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","male","heterosexual",11678.8939068094,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","male","heterosexual",30.7109307863016,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","male","heterosexual",130.282868863344,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","male","heterosexual",189.236648193884,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","male","heterosexual",275.949726609142,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","male","heterosexual",476.844033489648,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","other","male","heterosexual",61.4613960424047,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","other","male","heterosexual",230.572043839238,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","other","male","heterosexual",362.016181612277,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","other","male","heterosexual",677.252752683299,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","other","male","heterosexual",1362.15313560911,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","black","female","heterosexual",894.466733154718,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","black","female","heterosexual",3567.61556372375,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","black","female","heterosexual",5438.50684786273,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","black","female","heterosexual",10273.3299360613,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","black","female","heterosexual",21329.6281500632,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"13-24 years","hispanic","female","heterosexual",45.0391546408369,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"25-34 years","hispanic","female","heterosexual",171.88899460951,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"35-44 years","hispanic","female","heterosexual",243.639914649872,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"45-54 years","hispanic","female","heterosexual",350.123275740133,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
"55+ years","hispanic","female","heterosexual",618.274459760768,2,"Prevalence","12580","Baltimore-Columbia-Towson, MD"
