outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Florida Southeast",0.1097024645,0.0869458984,0.1375180903
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Florida Southeast",0.0506831883,0.0409229973,0.0626192122
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Florida Circuit 15 (Palm Beach)",0.1215995875,0.098815879,0.1487692687
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Florida Circuit 15 (Palm Beach)",0.0551447173,0.0439159556,0.0690372193
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Florida Circuit 15 (Palm Beach)",0.1028173406,0.0764456668,0.1369376143
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Florida Circuit 15 (Palm Beach)",0.0494554407,0.0380911546,0.0639846701
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Florida Circuit 19",0.1307198928,0.1049965819,0.1616072781
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Florida Circuit 19",0.0608554681,0.0478086691,0.0771741192
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Florida Circuit 19",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Florida Circuit 19",0.053380619,0.0403537168,0.0703047524
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Florida Circuit 20",0.1380844511,0.1125508838,0.16831201
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Florida Circuit 20",0.0583963127,0.0468167331,0.0726217577
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Florida Circuit 20",0.1208052689,0.0912513241,0.1582639934
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Florida Circuit 20",0.0516781725,0.0399191204,0.0666606058
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Florida Circuit 5",0.1369149116,0.1097554657,0.169515354
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Florida Circuit 5",0.0615988763,0.0488458597,0.077410553
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Florida Circuit 5",0.1254047337,0.09420475,0.1650550118
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Florida Circuit 5",0.055201867,0.0422480972,0.0718295412
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Florida South (Circuits 11 and 16)",0.1246897127,0.1033111256,0.1497534245
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Florida South (Circuits 11 and 16)",0.0507952191,0.041940736,0.0613992499
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Florida South (Circuits 11 and 16)",0.1065024313,0.0840920574,0.1340112857
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Florida South (Circuits 11 and 16)",0.0431544489,0.0340922667,0.0544895908
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia",0.1178991441,0.1031276051,0.1344692665
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia",0.0693502997,0.0613234102,0.0783401765
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia",0.1190015788,0.1033029139,0.136722175
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia",0.0610746694,0.0521857568,0.0713636512
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia Region 5",0.1222249774,0.0966689651,0.153389911
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia Region 5",0.0747749018,0.0600627256,0.0927352344
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia Region 5",0.1040933997,0.0769953707,0.1392891963
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia Region 5",0.0693510028,0.0536716195,0.0891792365
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia Region 6",0.1147541585,0.0913481312,0.1432122534
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia Region 6",0.0661958068,0.0531949732,0.0820985239
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia Region 6",0.1008333065,0.0746155768,0.1349200586
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia Region 6",0.0603174047,0.0466146564,0.0777198201
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia Region 1",0.1245225145,0.1022396669,0.1508458371
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia Region 1",0.0718623995,0.0593656246,0.0867472083
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia Region 1",0.1292422139,0.1004729964,0.1647404809
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia Region 1",0.0632518716,0.0503089378,0.0792467663
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia Region 2",0.1184238305,0.0941332424,0.147958691
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia Region 2",0.0743571957,0.060447753,0.091156764
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia Region 2",0.1221515115,0.0939497584,0.1573486718
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia Region 2",0.0653916349,0.0508397354,0.0837412546
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia Region 3",0.1115545376,0.0900208054,0.1374612031
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia Region 3",0.064407969,0.0534419407,0.0774400814
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia Region 3",0.1283582096,0.1028740498,0.1590362329
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia Region 3",0.0541786873,0.0426666662,0.0685743103
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Georgia Region 4",0.1185833632,0.0934620749,0.1493445236
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Georgia Region 4",0.0697551185,0.0549342409,0.0882013866
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Georgia Region 4",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Georgia Region 4",0.0636396599,0.0485568686,0.0829987882
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Hawaii",0.1235840282,0.1043561601,0.1457780414
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Hawaii",0.0576292919,0.0485340139,0.0683066611
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Hawaii",0.1081333357,0.0894069983,0.130221006
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Hawaii",0.0508240562,0.0411079713,0.0626864611
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Hawaii Hawaii Island",0.1285932781,0.1011177894,0.1621873118
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Hawaii Hawaii Island",0.0605268462,0.0469829261,0.0776569685
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Hawaii Hawaii Island",0.1144322041,0.0818679246,0.1577242811
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Hawaii Hawaii Island",0.0535447706,0.0398184664,0.0716497458
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Hawaii Honolulu",0.1222195892,0.1000114827,0.1485451849
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Hawaii Honolulu",0.0569225668,0.0467172225,0.0691954407
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Hawaii Honolulu",0.1063330015,0.0849123846,0.1323756427
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Hawaii Honolulu",0.0500668905,0.039270039,0.063635592
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Hawaii Kauai",0.1266888812,0.0976727853,0.1627699763
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Hawaii Kauai",0.0610768872,0.0469559798,0.0790919115
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Hawaii Kauai",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Hawaii Kauai",0.055402258,0.041020043,0.0744356781
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Hawaii Maui",0.1244512246,0.0967001832,0.1587664916
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Hawaii Maui",0.0571680607,0.0440804886,0.0738411978
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Hawaii Maui",0.1125921838,0.081154248,0.1541653618
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Hawaii Maui",0.0503472603,0.0370341874,0.0681076404
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho",0.1649357855,0.1449389814,0.1870878407
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho",0.0834124808,0.0732675421,0.0948184086
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho",0.154493585,0.1334173718,0.1782145416
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho",0.0716334083,0.0605451888,0.0845695171
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 1",0.1638488444,0.1307187627,0.2034107852
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 1",0.081297208,0.0645952368,0.101847496
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 1",0.1608433805,0.1200418637,0.21216929
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 1",0.0706400756,0.05372028,0.0923687631
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 2",0.0790540601,0.0618242635,0.100570885
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 2",0.1355908436,0.098448522,0.1838879003
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 2",0.0677010829,0.050380307,0.0904098074
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 3",0.16169822,0.1306719531,0.1984099063
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 3",0.0797412576,0.0643537494,0.09842102
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 3",0.1436042286,0.1086143371,0.1874950943
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 3",0.0690258838,0.0531638794,0.0891747599
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 4",0.1740009047,0.1424992285,0.2107549342
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 4",0.0875100993,0.0720853009,0.1058589525
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 4",0.1721342359,0.134962247,0.2169763141
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 4",0.075110084,0.059210229,0.0948491052
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 5",0.162546395,0.1309392033,0.2000271268
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 5",0.0762247498,0.0606826937,0.0953433928
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 5",0.1390744093,0.1053656535,0.1813809125
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 5",0.0663135599,0.0503229761,0.0869202392
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 6",0.1625487412,0.1287067771,0.2032136767
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 6",0.0845076992,0.0670757045,0.1059554898
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 6",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 6",0.0744399826,0.0563643482,0.0977120986
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Idaho Region 7",0.1581445238,0.1290862657,0.1922996901
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Idaho Region 7",0.0882819362,0.0722841162,0.1074104409
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Idaho Region 7",0.1569492826,0.1205454163,0.2018239394
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Idaho Region 7",0.07305895,0.0566426105,0.0937602438
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois",0.1401204631,0.1247550497,0.1570387995
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois",0.0634132839,0.0564721856,0.0711431971
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois",0.1223150552,0.1078888728,0.1383710171
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois",0.053997824,0.0464588945,0.0626796875
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1 (Cook)",0.1302046552,0.1122787771,0.1505072649
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1 (Cook)",0.0594764866,0.0515145735,0.0685799896
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1 (Cook)",0.1184427929,0.099517652,0.1404057416
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1 (Cook)",0.0505677016,0.0422400026,0.0604336255
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.5 (South Side)",0.1243985046,0.0970051558,0.1581724734
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.5 (South Side)",0.0563913678,0.0445062691,0.0712137533
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.5 (South Side)",0.1116959034,0.0806531492,0.1527022023
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.5 (South Side)",0.046930727,0.0353333898,0.0620896079
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.6 (Southwest Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.6 (Southwest Side)",0.0524991776,0.040833391,0.0672640668
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.6 (Southwest Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.6 (Southwest Side)",0.0437348818,0.0326727841,0.0583165074
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.7 (Suburban Cook)",0.1313710753,0.1074368142,0.1596833863
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.7 (Suburban Cook)",0.0560709811,0.0458306953,0.0684352234
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.7 (Suburban Cook)",0.120917875,0.0941416202,0.1540151183
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.7 (Suburban Cook)",0.0466960036,0.0363661153,0.0597781009
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 2a (DuPage)",0.1397271732,0.1138529502,0.1703511789
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 2a (DuPage)",0.0633579725,0.0509367702,0.0785574316
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 2a (DuPage)",0.1320541034,0.0984039668,0.1749779869
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 2a (DuPage)",0.0529034724,0.04077327,0.0683851788
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 2b",0.145155866,0.1207995991,0.1734541333
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 2b",0.0606414819,0.0499850308,0.0733942961
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 2b",0.1090315596,0.0850615214,0.1387320599
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 2b",0.0522932112,0.041144904,0.0662534614
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 2c (Winnebago)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 2c (Winnebago)",0.0711042146,0.0556062451,0.0905076502
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 2c (Winnebago)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 2c (Winnebago)",0.0613492045,0.0459226578,0.0815151497
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 2d",0.1548389547,0.1241433817,0.1914651394
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 2d",0.0665023313,0.0537643183,0.0819967538
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 2d",0.1321169407,0.1000300253,0.1725233834
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 2d",0.0550930968,0.0424531581,0.0712165331
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 3a (Champaign)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 3a (Champaign)",0.0762114165,0.0605299491,0.0955423171
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 3a (Champaign)",0.1256708851,0.091649598,0.1699582504
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 3a (Champaign)",0.0583169566,0.0438879191,0.0771072561
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 3b",0.1468394417,0.1196646861,0.1789310317
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 3b",0.0700579695,0.0574408132,0.0851960428
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 3b",0.1284382473,0.0991176718,0.1648452207
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 3b",0.0605521682,0.047400562,0.0770576015
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 4a (Sangamon)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 4a (Sangamon)",0.0685051001,0.0537779942,0.0868948584
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 4a (Sangamon)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 4a (Sangamon)",0.0591220321,0.0443873792,0.0783469253
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 2",0.1458511473,0.1265991281,0.1674694715
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 2",0.0629665688,0.0547893363,0.0722709269
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 2",0.1196648293,0.101140451,0.1410496344
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 2",0.0535373861,0.0448393215,0.0638100077
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 4b",0.1488617905,0.1203693713,0.182697801
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 4b",0.0694666554,0.0557434649,0.0862596589
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 4b",0.1350945563,0.1008804966,0.1786073939
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 4b",0.0593219323,0.0453140362,0.0773094205
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 5a",0.1444135954,0.1151759141,0.1795670927
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 5a",0.0689497503,0.0544837171,0.0869036547
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 5a",0.1288560692,0.0952509454,0.1720625312
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 5a",0.0600815811,0.0454311226,0.0790651493
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 5b",0.1544401817,0.1227674323,0.1924911613
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 5b",0.0684823111,0.0544607033,0.0857864319
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 5b",0.1332468646,0.0993735995,0.1764048721
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 5b",0.0586149131,0.0445845433,0.0767060391
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 3",0.1454215801,0.1200997373,0.1750203344
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 3",0.0709542133,0.059455664,0.0844768143
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 3",0.1277619785,0.1026796591,0.1578932218
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 3",0.0602682836,0.0481234282,0.0752358675
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 4",0.1468838539,0.1219374792,0.1759113811
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 4",0.069251617,0.0573128414,0.0834571731
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 4",0.135256192,0.1055959908,0.171648614
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 4",0.0592767613,0.0469904854,0.0745242379
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 5",0.1497213311,0.1248438775,0.1785447173
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 5",0.0686895379,0.0571520503,0.0823527035
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 5",0.1313271152,0.1046245022,0.1635996232
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 5",0.0592664726,0.047423757,0.073837329
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.1 (Far North Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.1 (Far North Side)",0.0635362691,0.049888691,0.0806005684
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.1 (Far North Side)",0.1280977926,0.0930016272,0.1738989211
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.1 (Far North Side)",0.05546767,0.0418849797,0.0731188856
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.2 (Northwest Side)",0.1431123969,0.1124483506,0.1804383903
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.2 (Northwest Side)",0.0582399286,0.0448571043,0.0753006603
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.2 (Northwest Side)",0.1092556056,0.0774128248,0.1520380005
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.2 (Northwest Side)",0.0507305827,0.0375154496,0.0682706606
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.3 (North Central Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.3 (North Central Side)",0.0799206453,0.0622183156,0.1021112134
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.3 (North Central Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.3 (North Central Side)",0.0705651737,0.0530855611,0.0932336465
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Illinois Region 1.4 (West Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Illinois Region 1.4 (West Side)",0.0613620952,0.0485267571,0.0773165101
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Illinois Region 1.4 (West Side)",0.1027565518,0.0746403014,0.1398631219
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Illinois Region 1.4 (West Side)",0.0538792793,0.0409390408,0.0706086068
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana",0.1464416867,0.1276755361,0.1674367067
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana",0.0823129505,0.0722118303,0.093684358
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana",0.1397781388,0.1192445751,0.1631923808
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana",0.0723690845,0.0612246509,0.0853576401
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana Central",0.1407804752,0.1145120724,0.1719048698
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana Central",0.0771314683,0.0628014927,0.0944018826
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana Central",0.1313891732,0.1010389623,0.169140712
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana Central",0.0685619613,0.0536314581,0.0872657021
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana East",0.1437276402,0.1134655319,0.1804183264
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana East",0.083281728,0.0663306312,0.1040818485
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana East",0.1349898323,0.0999872652,0.179797872
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana East",0.0737900094,0.0561619876,0.0963860397
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana North Central",0.1504084046,0.1206080148,0.1860144992
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana North Central",0.0828885203,0.0660520479,0.1035407814
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana North Central",0.1338863583,0.0984173395,0.1795919082
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana North Central",0.0743813923,0.0566463906,0.0970974058
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana Northeast",0.1422564689,0.1122983399,0.1785986779
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana Northeast",0.080604634,0.0641253633,0.1008624209
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana Northeast",0.1318211095,0.096556798,0.1774351399
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana Northeast",0.0720665995,0.0551330562,0.0936854185
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana Northwest",0.132538262,0.1043374388,0.1669406433
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana Northwest",0.0725975587,0.0570337634,0.0919941716
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana Northwest",0.1243794236,0.0903655847,0.1688200554
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana Northwest",0.0641141108,0.0481461688,0.0849055174
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana Southeast",0.160639902,0.1277277788,0.2000872897
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana Southeast",0.0879987624,0.0705927343,0.109192363
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana Southeast",0.1587684928,0.1183174295,0.209759026
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana Southeast",0.0778942281,0.0601124412,0.1003742864
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana Southwest",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana Southwest",0.0837689609,0.0660502312,0.1057029769
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana Southwest",0.1523278878,0.1121004299,0.2036795722
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana Southwest",0.0730936711,0.0550450762,0.0964561059
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Indiana West",0.1606028475,0.1273113431,0.2005988722
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Indiana West",0.0975864711,0.0793670791,0.1194456411
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Indiana West",0.1582390505,0.1184463413,0.2082423886
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Indiana West",0.0811272695,0.0625751418,0.1045661511
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Iowa",0.1479820292,0.1289406901,0.1692888073
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Iowa",0.0784050593,0.0687232134,0.0893200779
Major Depressive Episode in the Past Year,18 to 25,2016-18,"Iowa",0.1330431692,0.1138259166,0.1549376182
Major Depressive Episode in the Past Year,26 or Older,2016-18,"Iowa",0.068735624,0.057900795,0.081422717
Major Depressive Episode in the Past Year,12 to 17,2016-18,"Iowa Central",0.148983898,0.1206940881,0.182528171
Major Depressive Episode in the Past Year,18 or Older,2016-18,"Iowa Central",0.0817527109,0.0658954788,0.1010132119
