outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Florida Circuit 15 (Palm Beach)",0.0531128779,0.038464892,0.0729160196
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Florida Circuit 19",0.0866277771,0.0664662968,0.1121700816
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Florida Circuit 19",0.0627053767,0.0454988306,0.0858338652
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Florida Circuit 19",0.0815066911,0.0613307223,0.1075594011
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Florida Circuit 19",0.0604701621,0.0423618594,0.0856270355
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Florida Circuit 20",0.0916788587,0.071065599,0.1175148098
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Florida Circuit 20",0.0644288714,0.0480876796,0.0858224855
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Florida Circuit 20",0.0858616295,0.0658445723,0.1112393299
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Florida Circuit 20",0.0619677104,0.0448499529,0.085037096
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Florida Circuit 5",0.0861433404,0.0657939534,0.1120318104
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Florida Circuit 5",0.0608912622,0.0440909071,0.0835337936
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Florida Circuit 5",0.0764507291,0.0578948169,0.1003207011
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Florida Circuit 5",0.0592845922,0.0417167666,0.0836051533
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Florida South (Circuits 11 and 16)",0.0733095001,0.05819515,0.0919660073
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Florida South (Circuits 11 and 16)",0.0434837545,0.0335223158,0.056233088
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Florida South (Circuits 11 and 16)",0.0579773678,0.0451252034,0.0742055115
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Florida South (Circuits 11 and 16)",0.0411377337,0.0304101739,0.0554332171
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia",0.0854969405,0.0722955803,0.1008468568
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia",0.0671196688,0.0565458101,0.0795041768
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia",0.0806293345,0.0682648968,0.0950049215
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia",0.0647119748,0.052898711,0.078943465
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia Region 5",0.0834288584,0.0613596736,0.1124844255
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia Region 5",0.0697594276,0.0498999715,0.0967180692
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia Region 5",0.0819702474,0.0605726095,0.1100413121
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia Region 5",0.0671869946,0.0454259388,0.0982990843
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia Region 6",0.0774135991,0.0582146548,0.102256789
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia Region 6",0.0673067158,0.0490253859,0.0917473783
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia Region 6",0.0772031409,0.0575013213,0.1029183092
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia Region 6",0.0655386136,0.0457582122,0.0930360354
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia Region 1",0.0877797327,0.0676792291,0.1131256588
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia Region 1",0.065770143,0.049620377,0.0866966277
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia Region 1",0.084615537,0.0651688508,0.1091874213
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia Region 1",0.0628924706,0.0454911506,0.0863480038
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia Region 2",0.0839858341,0.0632551469,0.110707666
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia Region 2",0.0653929192,0.048293399,0.0879872112
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia Region 2",0.0763176037,0.0570644385,0.1013683326
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia Region 2",0.0631289865,0.044389512,0.0890423763
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia Region 3",0.0904380854,0.0698370211,0.1163560188
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia Region 3",0.0680954447,0.0518178021,0.0890064282
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia Region 3",0.0820033948,0.0637575757,0.1048857538
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia Region 3",0.0657243419,0.0481576999,0.0890990074
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Georgia Region 4",0.0789312243,0.058323932,0.1059999891
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Georgia Region 4",0.0664394146,0.0482748833,0.0907867811
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Georgia Region 4",0.0757233968,0.0555274039,0.1024679849
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Georgia Region 4",0.064549399,0.0447225238,0.0923166994
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Hawaii",0.0941003923,0.0780054911,0.1131087619
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Hawaii",0.0624694692,0.0510693119,0.0762100928
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Hawaii",0.0809243262,0.0666801707,0.0978921554
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Hawaii",0.0596357902,0.0471136725,0.0752233652
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Hawaii Hawaii Island",0.0841482468,0.062580475,0.1122590071
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Hawaii Hawaii Island",0.0651064506,0.0466760682,0.0901262078
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Hawaii Hawaii Island",0.0801404469,0.0593381445,0.1074027915
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Hawaii Hawaii Island",0.0630247893,0.0433904411,0.0907013593
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Hawaii Honolulu",0.0997804978,0.080376692,0.1232408405
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Hawaii Honolulu",0.0618129325,0.0486459386,0.0782506976
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Hawaii Honolulu",0.0809997566,0.0646534476,0.1010324848
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Hawaii Honolulu",0.058682268,0.0442579187,0.0774268899
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Hawaii Kauai and Maui",0.0796424222,0.0613145426,0.1028485336
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Hawaii Kauai and Maui",0.0631139891,0.0473004312,0.0837496101
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Hawaii Kauai and Maui",0.0812239328,0.0626561591,0.1046796577
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Hawaii Kauai and Maui",0.0608356104,0.0441014884,0.0833656555
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Hawaii Kauai",0.0816472338,0.0590052878,0.111943921
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Hawaii Kauai",0.0596375736,0.0413214937,0.085349602
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Hawaii Kauai",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Hawaii Kauai",0.057501524,0.0384036986,0.0852545175
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Hawaii Maui",0.078787758,0.0577688758,0.1065891141
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Hawaii Maui",0.0646324716,0.0459440305,0.0902039884
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Hawaii Maui",0.0830399289,0.0614255739,0.111357543
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Hawaii Maui",0.0622966987,0.042584826,0.0902725863
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho",0.0940226025,0.08006503,0.1101221009
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho",0.0780463766,0.0659385626,0.0921581032
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho",0.0991428424,0.0840448216,0.1166078203
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho",0.0742572648,0.0607102824,0.0905357719
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 1",0.089980376,0.0674821016,0.119022118
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 1",0.0727746004,0.0522814434,0.1004492097
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 1",0.0931700597,0.0683942489,0.1257098249
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 1",0.0699676184,0.0482951554,0.1003402224
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 2",0.0875828039,0.0648909864,0.117215092
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 2",0.0742863043,0.0542198661,0.1009862424
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 2",0.0907449361,0.0674843014,0.1209829173
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 2",0.0703226195,0.0482984013,0.1013207316
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 3",0.0889366812,0.067037991,0.1170910269
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 3",0.0741319655,0.05466732,0.0997954915
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 3",0.104328854,0.0789581247,0.1366422622
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 3",0.0690212462,0.0482605574,0.0977950744
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 4",0.0989644248,0.0770378806,0.1262778628
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 4",0.0799870298,0.0607961316,0.1045613114
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 4",0.1009466816,0.0785207101,0.1288818135
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 4",0.076613146,0.055747723,0.1044244839
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 5",0.0946233987,0.0721684347,0.1231378919
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 5",0.0765200625,0.0559870767,0.1037557627
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 5",0.0897946509,0.0665072242,0.1201863146
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 5",0.0743397761,0.0523079636,0.1046267696
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 6",0.0947042414,0.071546714,0.1243532632
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 6",0.0855542114,0.0634402927,0.1144347009
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 6",0.1099396768,0.0828135549,0.1445507867
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 6",0.0808822731,0.0569938179,0.1135774228
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Idaho Region 7",0.0957507816,0.072092016,0.1261184649
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Idaho Region 7",0.0819303306,0.0606688247,0.1097722167
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Idaho Region 7",0.0995375445,0.0744443043,0.1318838308
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Idaho Region 7",0.0773617855,0.0538232091,0.1099977722
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Illinois",0.0830109219,0.0748245818,0.0920038385
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Illinois",0.0609159821,0.0545440119,0.06797882
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Illinois",0.083027198,0.0743193858,0.0926531612
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Illinois",0.0571510522,0.049947985,0.0653214625
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Illinois Region 1 (Cook)",0.081111209,0.0688611022,0.0953174778
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Illinois Region 1 (Cook)",0.0604668858,0.0509290649,0.0716560559
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Illinois Region 1 (Cook)",0.0855117891,0.0728834288,0.1000920116
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Illinois Region 1 (Cook)",0.0561863875,0.0456674701,0.0689531418
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Illinois Region 2",0.0842789105,0.0714695489,0.0991389495
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Illinois Region 2",0.0577511757,0.0478965047,0.0694854624
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Illinois Region 2",0.0799059876,0.0663917982,0.0958884868
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Illinois Region 2",0.0542007704,0.0434655219,0.0674006155
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Illinois Region 3",0.0822317658,0.0654188624,0.1028899453
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Illinois Region 3",0.0623076333,0.0497299242,0.0778060344
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Illinois Region 3",0.0788211359,0.0631595385,0.097960236
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Illinois Region 3",0.0589017738,0.0449797265,0.0767864822
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Illinois Region 4",0.0895681531,0.0700053244,0.1139280664
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Illinois Region 4",0.0652190178,0.0504131623,0.0839886096
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Illinois Region 4",0.0883828025,0.0694714089,0.1118235755
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Illinois Region 4",0.061512917,0.0455511503,0.0825839567
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Illinois Region 5",0.0821408426,0.064905083,0.1034472713
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Illinois Region 5",0.0681862561,0.0533290917,0.0868030097
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Illinois Region 5",0.0841707275,0.0666390955,0.1057918596
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Illinois Region 5",0.0655357329,0.0494394953,0.0863961849
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana",0.0772458388,0.0649441919,0.091649258
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana",0.072667668,0.0611163592,0.0862017824
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana",0.086218354,0.0727565904,0.10189716
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana",0.0702645397,0.0573640296,0.0858021506
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana Central",0.0779295551,0.0593307755,0.101728096
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana Central",0.0752923323,0.056160812,0.1002488958
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana Central",0.084445482,0.0633654549,0.1117019468
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana Central",0.0738263545,0.0530917616,0.1017882191
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana East",0.0815614961,0.0598383172,0.1102461097
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana East",0.0737308386,0.0540324315,0.0998525846
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana East",0.0885994769,0.0660274794,0.1179136901
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana East",0.0708199937,0.0493050231,0.1007286149
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana North Central",0.077874946,0.0580741759,0.1036837702
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana North Central",0.0709959363,0.051565995,0.0969982827
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana North Central",0.0886561232,0.0661742131,0.1178123846
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana North Central",0.0680673229,0.0473827253,0.0968634826
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana Northeast",0.0764273236,0.056004868,0.1034805745
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana Northeast",0.0659447222,0.0477173574,0.0904731928
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana Northeast",0.0832468655,0.0612536523,0.112193011
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana Northeast",0.0630460829,0.0437124702,0.0901248779
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana Northwest",0.0759325143,0.0562795574,0.101708692
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana Northwest",0.0710607207,0.0514136582,0.0974444004
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana Northwest",0.0829779446,0.0622052249,0.1098747386
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana Northwest",0.0691609966,0.0479744596,0.0987336116
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana Southeast",0.0779984731,0.0576301447,0.1047653094
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana Southeast",0.07458992,0.0545972077,0.1011206145
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana Southeast",0.0874561855,0.0655525076,0.115771984
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana Southeast",0.0727644116,0.0513040953,0.1022341378
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana Southwest",0.0745767458,0.0553999229,0.0996911026
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana Southwest",0.0716661639,0.0522101015,0.0976257106
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana Southwest",0.0883457918,0.0653157998,0.1184668289
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana Southwest",0.0689466783,0.0481243666,0.0978521736
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Indiana West",0.0744912929,0.0552888697,0.099659378
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Indiana West",0.0741807602,0.0550676507,0.0992310799
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Indiana West",0.0874175633,0.0660172788,0.1149015727
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Indiana West",0.0702028029,0.0486844212,0.1002301694
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa",0.0832370085,0.0709506438,0.0974278573
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa",0.0742079371,0.0626943842,0.0876382063
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa",0.0923323027,0.0782872512,0.108600207
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa",0.07102764,0.0582941164,0.0862877585
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa Central",0.0797187711,0.0601712404,0.1049077616
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa Central",0.0695345643,0.0515737614,0.093136062
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa Central",0.0872408628,0.0660034356,0.1144741683
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa Central",0.0666869992,0.0474289088,0.0930012279
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa North Central",0.0778696747,0.0578444989,0.104061662
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa North Central",0.0667275605,0.0485976881,0.0909742327
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa North Central",0.0891121686,0.0659831148,0.1193129901
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa North Central",0.0614437052,0.0419683071,0.0891159912
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa Northeast",0.0816196059,0.0626500729,0.1056852421
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa Northeast",0.0694449571,0.0525336628,0.0912757706
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa Northeast",0.084377947,0.064603959,0.1094958732
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa Northeast",0.0667809546,0.0483764944,0.0915139092
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa Northwest",0.0774995882,0.0587306043,0.1016191603
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa Northwest",0.0683542786,0.0500985098,0.0926138094
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa Northwest",0.0939071514,0.0705738627,0.1239263202
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa Northwest",0.0644875338,0.0451997408,0.0912195524
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa Southeast",0.0954614919,0.0734853553,0.1231362491
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa Southeast",0.0892924023,0.067107534,0.1178845355
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa Southeast",0.1027789819,0.0780048552,0.1342754128
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa Southeast",0.0867194521,0.0625997107,0.1189532583
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Iowa Southwest",0.0833015471,0.0622065358,0.1107056658
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Iowa Southwest",0.0795200854,0.0569584619,0.1099763177
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Iowa Southwest",0.1007554474,0.0754302964,0.1333569204
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Iowa Southwest",0.0766245082,0.0527059731,0.1101355519
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas",0.0829439189,0.0700689959,0.0979354169
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas",0.0674474657,0.0566917361,0.0800705926
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas",0.0849073091,0.071414606,0.1006728765
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas",0.0642816419,0.052257436,0.0788424022
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas Kansas City Metro",0.0840321614,0.065158393,0.1077428201
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas Kansas City Metro",0.0635278216,0.04820892,0.083288506
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas Kansas City Metro",0.0826364001,0.0635902954,0.1067368217
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas Kansas City Metro",0.0602116509,0.0437294123,0.0823711577
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas Northeast",0.0795449795,0.0592961552,0.1059298566
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas Northeast",0.0708557707,0.0525746554,0.0948571107
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas Northeast",0.0838858971,0.062799548,0.1112122894
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas Northeast",0.0680644993,0.0480475782,0.0955832781
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas South Central",0.0788375411,0.0595214457,0.1037307681
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas South Central",0.0660735432,0.0477626479,0.090735434
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas South Central",0.0809680926,0.0595151495,0.1092556688
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas South Central",0.06356013,0.0438587339,0.0912666673
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas Southeast",0.0870216936,0.0646271496,0.1162122434
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas Southeast",0.0748689865,0.0532798244,0.1042429106
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas Southeast",0.0923915638,0.0680471805,0.1242838602
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas Southeast",0.0716763321,0.0483463023,0.1050220978
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas West",0.0872359132,0.0653685029,0.1155144116
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas West",0.0696443887,0.0505651228,0.0952008047
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas West",0.091457858,0.0681547879,0.1216880908
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas West",0.0658991294,0.0454946338,0.0945486085
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kansas Wichita (Sedgwick)",0.0831512368,0.063405371,0.108335126
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kansas Wichita (Sedgwick)",0.067855038,0.0498145645,0.0917977213
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kansas Wichita (Sedgwick)",0.086287678,0.0648650786,0.1139234599
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kansas Wichita (Sedgwick)",0.0646274279,0.0452364231,0.0915336752
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kentucky",0.0891701384,0.0756147115,0.1048799282
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kentucky",0.0752171945,0.0631867977,0.089319721
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kentucky",0.079222391,0.0661028497,0.094681801
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kentucky",0.0745597645,0.0610654307,0.0907478874
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0866338255,0.0659593008,0.113004632
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0781407515,0.0578209416,0.1048071314
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0789614228,0.0591623677,0.1046493588
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0780007869,0.0558081631,0.1080089796
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kentucky Bluegrass, Comprehend, and North Key",0.0847561912,0.0650569297,0.1097203792
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kentucky Bluegrass, Comprehend, and North Key",0.0732762672,0.0558040691,0.0956647262
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kentucky Bluegrass, Comprehend, and North Key",0.0787046524,0.0603248003,0.1020761821
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kentucky Bluegrass, Comprehend, and North Key",0.0723030364,0.0528533957,0.0981681654
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kentucky Communicare and River Valley",0.0891532574,0.0662383764,0.1189852998
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kentucky Communicare and River Valley",0.072267337,0.0520910415,0.0994386667
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kentucky Communicare and River Valley",0.0796367298,0.0592450723,0.1062542995
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kentucky Communicare and River Valley",0.0711298016,0.0492345698,0.101720368
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kentucky Four Rivers and Pennyroyal",0.0855477594,0.063550861,0.1142297131
Major Depressive Episode in the Past Year,18 or Older,2010-12,"Kentucky Four Rivers and Pennyroyal",0.0625577383,0.0442875764,0.0876735523
Major Depressive Episode in the Past Year,18 to 25,2010-12,"Kentucky Four Rivers and Pennyroyal",0.0719977454,0.0518960657,0.099072082
Major Depressive Episode in the Past Year,26 or Older,2010-12,"Kentucky Four Rivers and Pennyroyal",0.0609670251,0.0413010553,0.0891266193
Major Depressive Episode in the Past Year,12 to 17,2010-12,"Kentucky Kentucky River, Mountain, and Pathways",0.085066521,0.0629408,0.1140237116
