outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Florida Circuit 19",0.0607372718,0.0458239362,0.0800967105
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Florida Circuit 20",0.1090830826,0.0860378091,0.1373732578
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Florida Circuit 20",0.0601326989,0.0470266812,0.0765976912
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Florida Circuit 20",0.0819134756,0.063025052,0.1058233646
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Florida Circuit 20",0.0576504552,0.0436608771,0.0757673672
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Florida Circuit 5",0.1096679324,0.0863960541,0.1382597362
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Florida Circuit 5",0.0615917499,0.0483036461,0.0782348456
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Florida Circuit 5",0.082801129,0.0646702337,0.1054421494
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Florida Circuit 5",0.059379017,0.0450890646,0.0778287247
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Florida South (Circuits 11 and 16)",0.0878284617,0.0698818799,0.1098396836
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Florida South (Circuits 11 and 16)",0.0518994618,0.0414435871,0.0648148978
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Florida South (Circuits 11 and 16)",0.0651050943,0.0514579746,0.082058444
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Florida South (Circuits 11 and 16)",0.0498451107,0.0383349407,0.0645791609
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia",0.0907371453,0.0773571507,0.1061651031
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia",0.0663955575,0.0566918581,0.0776235206
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia",0.0801761543,0.0671462389,0.0954757751
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia",0.0639504466,0.0532650527,0.0766059661
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia Region 5",0.0946320662,0.0716248781,0.1240421374
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia Region 5",0.0699794604,0.0543341924,0.0897023818
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia Region 5",0.0827048541,0.0621517089,0.1092629321
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia Region 5",0.0673677766,0.0499193248,0.090335154
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia Region 6",0.0864437859,0.0662331714,0.1120812863
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia Region 6",0.0658094953,0.0514722932,0.0837874481
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia Region 6",0.078921376,0.0599336101,0.1032639231
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia Region 6",0.0634673013,0.0477400889,0.0839190048
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia Region 1",0.0875984382,0.067847678,0.1124054135
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia Region 1",0.0665477393,0.0525973708,0.0838706019
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia Region 1",0.0881980263,0.0679627411,0.1137230547
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia Region 1",0.0632365155,0.0480800277,0.0827554885
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia Region 2",0.0949491007,0.0726030294,0.1232588283
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia Region 2",0.0683645942,0.0536749244,0.0867061586
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia Region 2",0.0781636376,0.0590370065,0.1028098163
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia Region 2",0.0663772786,0.0500044954,0.0876165155
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia Region 3",0.0927662081,0.0731872428,0.1169221475
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia Region 3",0.0642407886,0.0514239817,0.0799826796
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia Region 3",0.0757214804,0.058971331,0.0967402197
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia Region 3",0.0622689969,0.0480732227,0.0803030842
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Georgia Region 4",0.0899728614,0.067763746,0.1185353437
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Georgia Region 4",0.0667366948,0.0516119675,0.0858922625
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Georgia Region 4",0.0748805125,0.0558997496,0.0996260951
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Georgia Region 4",0.0650939984,0.0481295392,0.0874884124
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Hawaii",0.0989663179,0.0826916477,0.1180318891
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Hawaii",0.0630191014,0.0525471913,0.0754118091
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Hawaii",0.0887341927,0.0725649606,0.1080864279
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Hawaii",0.0589916685,0.0477751236,0.0726407213
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Hawaii Hawaii Island",0.1045903738,0.080263972,0.1352057758
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Hawaii Hawaii Island",0.0682481227,0.0525413515,0.0882131289
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Hawaii Hawaii Island",0.0915841211,0.0690342191,0.1205461358
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Hawaii Hawaii Island",0.0649060548,0.0479631963,0.0872852066
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Hawaii Honolulu",0.0989869171,0.0798976006,0.1220321941
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Hawaii Honolulu",0.0616633111,0.0501578424,0.0755979117
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Hawaii Honolulu",0.0875286188,0.0696435175,0.1094663575
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Hawaii Honolulu",0.0573865518,0.0449862414,0.0729438925
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Hawaii Kauai",0.0950349382,0.0714100765,0.125420046
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Hawaii Kauai",0.0639012698,0.0481498647,0.0843488587
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Hawaii Kauai",0.0894480015,0.0654889924,0.1210370823
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Hawaii Kauai",0.0606398854,0.0439732739,0.0830745103
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Hawaii Maui",0.0939066606,0.0702793015,0.1244143855
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Hawaii Maui",0.064899481,0.0499202427,0.0839761589
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Hawaii Maui",0.0940016496,0.0697166839,0.1256038327
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Hawaii Maui",0.0610607077,0.0452743527,0.0818794105
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho",0.1099356463,0.0943302235,0.1277585525
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho",0.0738359548,0.0636592911,0.085490937
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho",0.1076552694,0.0913275076,0.1264957809
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho",0.0679509253,0.0569037188,0.080958713
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 1",0.1114506909,0.0865798946,0.1423524169
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 1",0.0692052272,0.0543672031,0.0877172345
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 1",0.1082654872,0.0828709477,0.140251771
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 1",0.0639422021,0.0481250946,0.0844963961
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 2",0.0802239042,0.0626189012,0.1022386284
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 2",0.1157894748,0.0871913642,0.1522035164
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 2",0.072256464,0.0531081817,0.0975971073
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 3",0.1217683324,0.0946998235,0.1552471489
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 3",0.0725068447,0.0576627685,0.0908039968
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 3",0.1099140723,0.0847911286,0.1413312475
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 3",0.0661901549,0.0500078587,0.0871286948
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 4",0.106802098,0.08374574,0.1352690568
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 4",0.0742388242,0.0595784196,0.0921531994
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 4",0.1054430156,0.0836098398,0.1321553187
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 4",0.0693772418,0.0534286976,0.0896356383
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 5",0.1114482096,0.0864699944,0.1425161368
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 5",0.0766500304,0.0603959949,0.0968276392
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 5",0.1030139922,0.0783381503,0.1343296652
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 5",0.0723805589,0.0547556222,0.0951078543
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 6",0.1053533713,0.0792483445,0.1387616583
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 6",0.0748603189,0.059211347,0.0942309037
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 6",0.1104115573,0.0833647422,0.1448467925
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 6",0.0682149818,0.0515015431,0.0898385836
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Idaho Region 7",0.102609366,0.0792904819,0.1318044503
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Idaho Region 7",0.0730717294,0.0585104595,0.0909069036
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Idaho Region 7",0.1061909956,0.0814258314,0.1373619837
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Idaho Region 7",0.0652898718,0.0498034599,0.0851602076
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Illinois",0.0949513041,0.0847798554,0.1062014658
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Illinois",0.0576747373,0.051710184,0.0642806411
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Illinois",0.0830860664,0.0735441445,0.0937407324
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Illinois",0.0533949606,0.0468201234,0.0608341599
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Illinois Region 1 (Cook)",0.0901736403,0.0753914253,0.1075172104
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Illinois Region 1 (Cook)",0.0532141242,0.0450131194,0.0628110089
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Illinois Region 1 (Cook)",0.077291479,0.0640269761,0.0930308579
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Illinois Region 1 (Cook)",0.049225946,0.0402807246,0.06003339
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Illinois Region 2",0.1002089617,0.0845483133,0.1183952312
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Illinois Region 2",0.0588701886,0.0502744601,0.0688290703
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Illinois Region 2",0.0934511696,0.077698942,0.1120090745
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Illinois Region 2",0.0532212222,0.0438252534,0.0644957723
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Illinois Region 3",0.0940512152,0.0745904106,0.117942283
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Illinois Region 3",0.0643670229,0.0527394502,0.0783461233
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Illinois Region 3",0.0785302725,0.0624449517,0.0983245062
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Illinois Region 3",0.0615037886,0.0485411366,0.0776455569
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Illinois Region 4",0.1077561573,0.0848753864,0.1358892095
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Illinois Region 4",0.0639889355,0.0514546228,0.079321265
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Illinois Region 4",0.0837578304,0.0646852617,0.1078057984
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Illinois Region 4",0.0608313443,0.0471528642,0.0781523358
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Illinois Region 5",0.0854169223,0.0667678269,0.1086684018
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Illinois Region 5",0.0602158074,0.0486621477,0.0742983705
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Illinois Region 5",0.0805773529,0.0631415077,0.1023021653
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Illinois Region 5",0.0568830804,0.0441849681,0.0729519175
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana",0.1068979255,0.0916790353,0.1242974643
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana",0.0738570695,0.0637194661,0.0854603229
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana",0.1001826266,0.0844159782,0.118512891
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana",0.069189631,0.0581552881,0.0821350422
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana Central",0.1041019042,0.0807746141,0.1331898756
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana Central",0.0729303936,0.0581869923,0.0910483322
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana Central",0.1010332402,0.0780185771,0.1298806017
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana Central",0.0684012463,0.0524359261,0.0887721727
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana East",0.1055511012,0.0811459251,0.1362082335
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana East",0.0741919273,0.0592553525,0.0925232841
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana East",0.1030094907,0.0784786249,0.1340924535
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana East",0.0686142845,0.0523176972,0.0895076929
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana North Central",0.1162362692,0.0902570687,0.1484728195
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana North Central",0.0733674963,0.0584044762,0.0917902877
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana North Central",0.1014660561,0.0774357203,0.131887566
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana North Central",0.0686670009,0.0525076721,0.0893305264
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana Northeast",0.1016148056,0.0770254429,0.1329234953
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana Northeast",0.070810232,0.0557032597,0.0896254192
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana Northeast",0.0957563252,0.0719472328,0.1263715534
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana Northeast",0.0666160956,0.0501939146,0.0879138826
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana Northwest",0.110319481,0.0849377291,0.1421080988
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana Northwest",0.0738707736,0.0578928182,0.09381937
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana Northwest",0.0928497669,0.0711136269,0.1203687171
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana Northwest",0.0707884428,0.0533754539,0.0933221428
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana Southeast",0.1065781112,0.0818176858,0.1377079396
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana Southeast",0.0773905265,0.0600199456,0.0992575301
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana Southeast",0.1039171342,0.0788110182,0.1358416919
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana Southeast",0.0736046007,0.054840422,0.0981225902
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana Southwest",0.1081111404,0.0824387222,0.1405536186
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana Southwest",0.0745356237,0.0583474793,0.0947630865
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana Southwest",0.1089557615,0.081877685,0.1435884115
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana Southwest",0.0689692343,0.0515837375,0.0916480222
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Indiana West",0.1029111414,0.0781358695,0.1343968689
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Indiana West",0.0751120424,0.0599556602,0.0937178796
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Indiana West",0.0977194352,0.0745115381,0.1271626305
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Indiana West",0.0685115485,0.0516858372,0.0902931423
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa",0.102850497,0.0873405268,0.1207503284
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa",0.0699480838,0.0600663895,0.0813148056
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa",0.0948231015,0.0793685962,0.1129177842
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa",0.0655429032,0.0548489218,0.0781495078
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa Central",0.1021933594,0.079058024,0.1311349267
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa Central",0.0659328206,0.052473912,0.0825430502
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa Central",0.0924991216,0.0705949667,0.120319826
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa Central",0.0616113452,0.0471811752,0.0800839787
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa North Central",0.103595244,0.0783861662,0.1357177055
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa North Central",0.0702321027,0.0553808826,0.0886919702
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa North Central",0.0964213833,0.0724912585,0.1271680045
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa North Central",0.0640081934,0.0473765586,0.0859516047
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa Northeast",0.1050387559,0.0808751296,0.1353587028
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa Northeast",0.0700584315,0.0561930365,0.0870295787
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa Northeast",0.0976667326,0.0756426936,0.1252344829
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa Northeast",0.065156683,0.0501428397,0.0842671754
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa Northwest",0.1013631235,0.0776601037,0.1312710135
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa Northwest",0.0661410329,0.0517794161,0.0841325784
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa Northwest",0.0904597316,0.0684871075,0.1185843865
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa Northwest",0.0623462348,0.0467693631,0.0826612089
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa Southeast",0.1031229048,0.0795922915,0.132607824
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa Southeast",0.0771419106,0.060923186,0.0972312691
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa Southeast",0.0964581272,0.0738068892,0.1251218858
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa Southeast",0.0734467996,0.0557515814,0.0961862617
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Iowa Southwest",0.1000501926,0.0754915416,0.1314621223
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Iowa Southwest",0.06703163,0.0522720739,0.0855823606
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Iowa Southwest",0.0909885213,0.0681803336,0.1204404764
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Iowa Southwest",0.063648149,0.0477134694,0.0844326378
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas",0.1043102436,0.0891195194,0.1217442026
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas",0.069062022,0.0589121196,0.0808104787
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas",0.0863386612,0.0718354093,0.1034437149
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas",0.0659285896,0.054851414,0.0790556744
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas Kansas City Metro",0.0993342457,0.0784425278,0.1250351569
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas Kansas City Metro",0.0706765456,0.0566362224,0.087873297
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas Kansas City Metro",0.088177219,0.0680258875,0.1135705495
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas Kansas City Metro",0.0676292613,0.0522754572,0.0870782805
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas Northeast",0.1090420828,0.0842395468,0.1400305462
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas Northeast",0.0701423862,0.0549015713,0.0892147054
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas Northeast",0.0824358568,0.0627960902,0.1075134087
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas Northeast",0.0675434116,0.0505072649,0.0897825046
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas South Central",0.1014451551,0.0786095151,0.129978633
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas South Central",0.0658597061,0.0515393022,0.0838075029
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas South Central",0.0864758472,0.065225029,0.1138073987
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas South Central",0.0623513966,0.0468738299,0.082497251
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas Southeast",0.0976026114,0.0732583413,0.1289113549
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas Southeast",0.0679851282,0.0526350013,0.0873988771
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas Southeast",0.0860353611,0.0641331616,0.1145022581
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas Southeast",0.0647405229,0.0478790465,0.0869974991
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas West",0.1119216407,0.0848574874,0.1462382028
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas West",0.0684207495,0.0533092156,0.0874203751
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas West",0.0897626207,0.0673290511,0.1187194453
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas West",0.064667741,0.0483033925,0.086074632
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kansas Wichita (Sedgwick)",0.1084286123,0.0837295864,0.139305786
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kansas Wichita (Sedgwick)",0.0678129397,0.0536381985,0.0853955664
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kansas Wichita (Sedgwick)",0.085797257,0.0654443511,0.1117231362
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kansas Wichita (Sedgwick)",0.0646752643,0.0492186323,0.0845542279
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky",0.0921741858,0.0784380403,0.1080338255
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky",0.0700642482,0.0597850929,0.0819566948
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky",0.0888764129,0.0744568019,0.1057694563
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky",0.0669515077,0.0557382805,0.0802289053
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0826897883,0.0630460489,0.1077502112
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0702777644,0.0551641179,0.089141522
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0858813172,0.064597335,0.1133284615
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky Adanta, Cumberland River, and Lifeskills",0.0676336477,0.0510213644,0.0891466943
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky Bluegrass, Comprehend, and North Key",0.0877576649,0.0682319309,0.112198192
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky Bluegrass, Comprehend, and North Key",0.0720372918,0.0578157303,0.0894250589
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky Bluegrass, Comprehend, and North Key",0.0918479996,0.0716868121,0.1169648955
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky Bluegrass, Comprehend, and North Key",0.0684925864,0.0528231621,0.0883764793
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky Communicare and River Valley",0.090168042,0.0690350974,0.1169574524
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky Communicare and River Valley",0.0690933515,0.0538179373,0.0882998459
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky Communicare and River Valley",0.0891946104,0.0673195521,0.1172839822
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky Communicare and River Valley",0.0658962338,0.0493714679,0.0874431282
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky Four Rivers and Pennyroyal",0.097498183,0.073203048,0.1287365335
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky Four Rivers and Pennyroyal",0.0676986371,0.0522087117,0.0873607019
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky Four Rivers and Pennyroyal",0.0852707217,0.0636462942,0.1133528285
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky Four Rivers and Pennyroyal",0.0646843256,0.0478840598,0.0868413915
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky Kentucky River, Mountain, and Pathways",0.0941932623,0.0710968869,0.1237927622
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky Kentucky River, Mountain, and Pathways",0.071594152,0.0556190014,0.091712159
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky Kentucky River, Mountain, and Pathways",0.0929426851,0.0705237302,0.1215564134
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky Kentucky River, Mountain, and Pathways",0.0683412324,0.0510094415,0.0909972718
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Kentucky Centerstone",0.103080921,0.0805826451,0.1309658531
Major Depressive Episode in the Past Year,18 or Older,2012-14,"Kentucky Centerstone",0.0680102417,0.0534535627,0.0861701711
Major Depressive Episode in the Past Year,18 to 25,2012-14,"Kentucky Centerstone",0.0863245116,0.0667558731,0.1109474963
Major Depressive Episode in the Past Year,26 or Older,2012-14,"Kentucky Centerstone",0.0652199208,0.049310195,0.0857995814
Major Depressive Episode in the Past Year,12 to 17,2012-14,"Louisiana",0.0992251383,0.0840398218,0.1168044176
