outcome,age_group,years,geography,estimate,ci_lower,ci_upper
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Central II",0.1005074754,0.0865417743,0.116439611
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Central II",0.0553359294,0.0469263723,0.0651495238
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Circuit 2 plus Madison and Taylor",0.1137067818,0.0887041865,0.1446381955
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Circuit 2 plus Madison and Taylor",0.0676325965,0.053872641,0.0845928385
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Circuit 2 plus Madison and Taylor",0.0981036918,0.0758264196,0.1260333153
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Circuit 2 plus Madison and Taylor",0.0594419219,0.044399093,0.0791592105
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",0.1275979823,0.1002788832,0.1610276218
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",0.0690555966,0.0551927007,0.0860832226
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",0.1001780534,0.076317591,0.1304449094
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Circuit 8 plus Columbia, Dixie, Hamilton, Lafayette, and Suwannee",0.0615269324,0.0466095842,0.0808138716
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Northeast",0.1289337901,0.1116769992,0.1484116657
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Northeast",0.0620631476,0.0534760784,0.0719243301
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Northeast",0.0993300727,0.0844875065,0.1164484845
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Northeast",0.0566580779,0.047353435,0.0676611687
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Northwest",0.1338979066,0.1134015723,0.1574409268
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Northwest",0.0684443318,0.0581691349,0.0803796714
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Northwest",0.0977638461,0.0819629908,0.1162251548
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Northwest",0.0628649889,0.0515202566,0.0765063229
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Southeast",0.1183570379,0.0989535472,0.1409700365
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Southeast",0.0575338832,0.0474236564,0.0696419256
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Southeast",0.0940717213,0.0768888881,0.1146177217
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Southeast",0.0530542596,0.0423463574,0.0662824075
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Circuit 15 (Palm Beach)",0.1163482476,0.0932620104,0.1442402032
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Circuit 15 (Palm Beach)",0.0547011814,0.0430984162,0.0692016944
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Circuit 15 (Palm Beach)",0.0915284821,0.0712794086,0.1168064356
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Circuit 15 (Palm Beach)",0.0501196412,0.0378956887,0.0660160965
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Circuit 19",0.1226810302,0.096942904,0.1540866014
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Circuit 19",0.0637664047,0.0490195547,0.0825644706
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Circuit 19",0.0999121004,0.0755190864,0.1310671272
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Circuit 19",0.0594775603,0.0440785591,0.0798071221
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Circuit 20",0.1180444151,0.0919147995,0.1503721335
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Circuit 20",0.0559734382,0.04303425,0.0725083011
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Circuit 20",0.1025453462,0.0775204697,0.1344710576
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Circuit 20",0.0507896429,0.0373161484,0.0687803511
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida Circuit 5",0.1373294674,0.1086090445,0.1721776981
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida Circuit 5",0.0563918026,0.0438491367,0.0722510852
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida Circuit 5",0.1056321012,0.0811144809,0.1364598747
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida Circuit 5",0.0513414949,0.0383632895,0.0683979141
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Florida South (Circuits 11 and 16)",0.1006402871,0.0814700378,0.1237138275
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Florida South (Circuits 11 and 16)",0.0532573842,0.043534269,0.0650045095
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Florida South (Circuits 11 and 16)",0.0940985075,0.075139958,0.1172341435
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Florida South (Circuits 11 and 16)",0.0472561555,0.036859064,0.0604021012
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia",0.1013540932,0.0873741946,0.117283326
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia",0.0650581182,0.0572130057,0.0738946467
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia",0.0893511271,0.0762786008,0.1044107726
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia",0.0608486482,0.0520224288,0.0710600901
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia Region 5",0.1031153605,0.0800334505,0.1318997398
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia Region 5",0.0668089477,0.0525109987,0.0846521863
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia Region 5",0.0833439625,0.063948427,0.1079437794
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia Region 5",0.0635567438,0.0475516102,0.0844711849
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia Region 6",0.0996834365,0.0779451017,0.1266516823
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia Region 6",0.0646856633,0.0511592212,0.0814813618
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia Region 6",0.0835457797,0.0629649505,0.1100635343
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia Region 6",0.0613630758,0.0466462503,0.0803317973
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia Region 1",0.10630107,0.0849404365,0.1322570326
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia Region 1",0.0647697428,0.0524680951,0.0797129874
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia Region 1",0.09494838,0.0734496984,0.1219117508
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia Region 1",0.0601837172,0.0468737575,0.0769678855
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia Region 2",0.106962609,0.0838133495,0.1355596616
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia Region 2",0.0720000059,0.057508371,0.0897954923
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia Region 2",0.0938247925,0.0724398509,0.1207012732
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia Region 2",0.0676990298,0.0517714578,0.0880716188
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia Region 3",0.0949341248,0.0757950823,0.1182874309
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia Region 3",0.0616852289,0.050289066,0.0754587194
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia Region 3",0.0914783477,0.0725038124,0.1148039467
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia Region 3",0.0567173756,0.0442361752,0.0724531791
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Georgia Region 4",0.1006506348,0.0772537106,0.1301341846
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Georgia Region 4",0.0657143056,0.0509183416,0.0844272489
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Georgia Region 4",0.0756206223,0.0553236808,0.1025556278
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Georgia Region 4",0.0637784324,0.0475659639,0.0850234937
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Hawaii",0.1020650273,0.0853626047,0.1216010297
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Hawaii",0.0536318975,0.045152182,0.0635980587
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Hawaii",0.0871321768,0.0709763961,0.1065436288
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Hawaii",0.0486366214,0.0395183039,0.0597280342
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Hawaii Hawaii Island",0.1080759513,0.0828844354,0.1397572892
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Hawaii Hawaii Island",0.0544884958,0.0419059156,0.0705708151
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Hawaii Hawaii Island",0.0831833166,0.0610674417,0.1123501843
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Hawaii Hawaii Island",0.0504673658,0.0371092879,0.0682928574
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Hawaii Honolulu",0.1001092205,0.0810740369,0.1230153413
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Hawaii Honolulu",0.0532757978,0.0435036563,0.0650936506
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Hawaii Honolulu",0.0870391352,0.0687307463,0.1096502572
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Hawaii Honolulu",0.0480303094,0.0375773719,0.0612060339
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Hawaii Kauai",0.1114662588,0.0834058278,0.1474484883
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Hawaii Kauai",0.0558016311,0.0417220167,0.0742643687
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Hawaii Kauai",0.0925427324,0.0666711585,0.1270866906
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Hawaii Kauai",0.051153755,0.0365574134,0.0711476281
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Hawaii Maui",0.1023898929,0.0775240113,0.134072331
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Hawaii Maui",0.0539166736,0.0409465964,0.0706922714
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Hawaii Maui",0.0905185551,0.0661970365,0.1226028237
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Hawaii Maui",0.0491197562,0.0355022478,0.0675944408
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho",0.148222283,0.1279869615,0.1710294174
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho",0.0740148094,0.0646329181,0.0846353193
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho",0.1067913035,0.0902956756,0.1258834254
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho",0.0684646931,0.0580528503,0.0805841563
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 1",0.1428359122,0.1117805587,0.1807633095
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 1",0.0690343188,0.0543901371,0.0872575167
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 1",0.108652292,0.0817014824,0.1431078879
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 1",0.0637117273,0.0482835861,0.0836364232
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 2",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 2",0.0754645564,0.0588956856,0.0962181124
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 2",0.1160267531,0.0866633621,0.1536652164
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 2",0.0668983462,0.0492611693,0.0902507966
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 3",0.145760665,0.1154420032,0.18240002
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 3",0.0719690974,0.0569423319,0.0905804595
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 3",0.1012077721,0.0773216017,0.1314218362
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 3",0.0670597958,0.0509520674,0.0877887004
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 4",0.163903613,0.1314115358,0.2025560036
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 4",0.0800571456,0.0650675558,0.0981374141
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 4",0.1193623347,0.0931829498,0.1516665807
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 4",0.0741380631,0.058055926,0.0942294722
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 5",0.1404593138,0.109914741,0.1777964963
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 5",0.0698519637,0.0550256575,0.0882998369
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 5",0.0925854582,0.0695169903,0.1223027729
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 5",0.0662212185,0.0500960556,0.0870611099
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 6",0.1430958162,0.1104629408,0.1833816671
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 6",0.0739893798,0.0578346309,0.0942053877
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 6",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 6",0.0692409074,0.051748935,0.0920713614
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Idaho Region 7",0.1382642929,0.1080587286,0.1752541934
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Idaho Region 7",0.0717467656,0.0570462324,0.089874489
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Idaho Region 7",0.0995017351,0.0750396747,0.1308103888
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Idaho Region 7",0.0654412283,0.0493374555,0.0863239902
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois",0.1161046665,0.1034590565,0.1300716808
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois",0.0583970082,0.052431969,0.064994126
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois",0.0943314855,0.0828958185,0.1071603946
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois",0.0524570316,0.0459557897,0.059820319
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1 (Cook)",0.1046150689,0.089849564,0.1214831959
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1 (Cook)",0.0554814203,0.0484599177,0.0634524474
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1 (Cook)",0.0943711512,0.0802838248,0.1106330227
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1 (Cook)",0.0492798621,0.0417821833,0.0580414792
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.5 (South Side)",0.1001054694,0.0768027424,0.1294868077
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.5 (South Side)",0.0509587703,0.0398151896,0.0650100785
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.5 (South Side)",0.091378481,0.0685908647,0.1207552036
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.5 (South Side)",0.0437367698,0.032270608,0.0590285001
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.6 (Southwest Side)",0.1005887495,0.0769605455,0.1304460274
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.6 (Southwest Side)",0.0512526813,0.0395573966,0.0661675044
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.6 (Southwest Side)",0.0784775177,0.0586747658,0.1042237133
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.6 (Southwest Side)",0.0458436744,0.0333720456,0.0626739383
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.7 (Suburban Cook)",0.1032191971,0.0826815353,0.1281456554
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.7 (Suburban Cook)",0.0510521587,0.0415446585,0.0625933581
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.7 (Suburban Cook)",0.0925553426,0.0727590695,0.1170578153
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.7 (Suburban Cook)",0.044939385,0.035047606,0.0574567671
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 2a (DuPage)",0.1174598625,0.093627953,0.1463782328
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 2a (DuPage)",0.0590801051,0.0470520262,0.0739443763
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 2a (DuPage)",0.1061980189,0.0813229126,0.1375427606
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 2a (DuPage)",0.0518444459,0.039487412,0.0677955006
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 2b",0.1203544686,0.0985724883,0.1461692211
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 2b",0.0523649267,0.0430421685,0.0635728117
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 2b",0.0850247113,0.0668888301,0.1075113005
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 2b",0.0468146586,0.0368500007,0.0593079501
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 2c (Winnebago)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 2c (Winnebago)",0.0642630123,0.0493660417,0.0832616448
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 2c (Winnebago)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 2c (Winnebago)",0.0591963023,0.0435504873,0.0799928823
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 2d",0.138733105,0.1091168192,0.1748104815
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 2d",0.0623395738,0.0496381062,0.0780242814
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 2d",0.0927793332,0.0706121383,0.1209994518
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 2d",0.0569348596,0.043301626,0.0745260583
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 3a (Champaign)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 3a (Champaign)",0.0705044867,0.0563046943,0.0879516454
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 3a (Champaign)",0.0977666842,0.074779052,0.1268520254
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 3a (Champaign)",0.0598851406,0.044515812,0.0801158856
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 3b",0.117914727,0.0936713575,0.1474120652
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 3b",0.0684465721,0.0548693979,0.0850809214
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 3b",0.0931372176,0.0716725928,0.1201977862
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 3b",0.0642719314,0.049439112,0.0831655722
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 4a (Sangamon)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 4a (Sangamon)",0.0622567025,0.0478007388,0.0807138799
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 4a (Sangamon)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 4a (Sangamon)",0.0568965908,0.0418198377,0.0769721303
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 2",0.1231141536,0.1064474758,0.1419757376
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 2",0.0564122461,0.0490457112,0.0648098089
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 2",0.0917970442,0.0771980221,0.1088313053
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 2",0.0505356725,0.0425870412,0.059875091
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 4b",0.1357283734,0.1073899181,0.1701196679
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 4b",0.0644667354,0.0515644204,0.0803240189
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 4b",0.1027234041,0.0781459687,0.1339077888
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 4b",0.0583394856,0.0447299382,0.0757614729
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 5a",0.1253280115,0.0982410906,0.1585700288
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 5a",0.0629925326,0.0493186898,0.0801379386
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 5a",0.0935068065,0.0711194128,0.1220157279
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 5a",0.0582191922,0.0438277411,0.0769559425
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 5b",0.1219121914,0.0952426174,0.1547722035
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 5b",0.059389266,0.0471680292,0.0745293438
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 5b",0.1001117265,0.0762324132,0.1304150687
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 5b",0.0529002496,0.0401269577,0.0694453905
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 3",0.1177119296,0.0954029439,0.1444048705
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 3",0.068745132,0.0564124474,0.0835352568
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 3",0.0942869527,0.0759672067,0.116467726
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 3",0.0637250596,0.0500944524,0.0807492479
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 4",0.1326483147,0.1085480651,0.1611322166
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 4",0.0639769817,0.0526558931,0.0775329112
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 4",0.1020932946,0.0805641892,0.1285710953
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 4",0.058016039,0.046025664,0.0728914124
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 5",0.1235158256,0.1020888441,0.1486952778
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 5",0.060985855,0.0507979006,0.0730598203
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 5",0.0972105369,0.0787202191,0.1194807212
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 5",0.0552602876,0.0445639727,0.0683403122
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.1 (Far North Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.1 (Far North Side)",0.0616038099,0.0480410102,0.0786791535
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.1 (Far North Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.1 (Far North Side)",0.0554569126,0.0414529337,0.0738274556
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.2 (Northwest Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.2 (Northwest Side)",0.0603094913,0.0463666983,0.078101603
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.2 (Northwest Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.2 (Northwest Side)",0.055098066,0.040346182,0.0748231747
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.3 (North Central Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.3 (North Central Side)",0.0755723431,0.0594681383,0.0955943753
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.3 (North Central Side)",suppressed,suppressed,suppressed
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.3 (North Central Side)",0.0686677579,0.0518995416,0.0903374085
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Illinois Region 1.4 (West Side)",0.1045921916,0.0801021873,0.1354670122
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Illinois Region 1.4 (West Side)",0.0575670069,0.0451347761,0.0731612792
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Illinois Region 1.4 (West Side)",0.0865686622,0.0657363113,0.1132030037
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Illinois Region 1.4 (West Side)",0.0518595385,0.0386092725,0.0693292215
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Indiana",0.1411065946,0.1213446229,0.1634881306
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Indiana",0.0759296377,0.0659933099,0.0872223249
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Indiana",0.1137288022,0.0968858516,0.1330683582
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Indiana",0.0692644878,0.058101219,0.0823850058
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Indiana Central",0.1397245649,0.1115543886,0.1736182557
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Indiana Central",0.0772502451,0.0623743051,0.0953133665
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Indiana Central",0.119287759,0.0933480556,0.1512332761
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Indiana Central",0.070489189,0.054498469,0.0907216466
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Indiana East",0.1336245856,0.1030580693,0.1715233012
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Indiana East",0.0730656476,0.0572169298,0.0928719068
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Indiana East",0.1166695162,0.0878207354,0.1534013122
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Indiana East",0.0647790717,0.047851182,0.0871472885
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Indiana North Central",0.1471920125,0.1147930706,0.1868054558
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Indiana North Central",0.0718832001,0.0562769704,0.0913980722
Major Depressive Episode in the Past Year,18 to 25,2014-16,"Indiana North Central",0.1035616179,0.0782155868,0.1359101046
Major Depressive Episode in the Past Year,26 or Older,2014-16,"Indiana North Central",0.0665482755,0.0495194841,0.0888853197
Major Depressive Episode in the Past Year,12 to 17,2014-16,"Indiana Northeast",0.137654161,0.1061806147,0.176613541
Major Depressive Episode in the Past Year,18 or Older,2014-16,"Indiana Northeast",0.0756126817,0.0592674188,0.0960057342
